PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11682720","Doctor assisted suicide needs to be discussed","","BMJ. 1998 Jul 18;317(7152):214.","","BMJ","1998","2001/10/30","","",""
"8595325","Condom trade barriers come down across Europe","Carnall D.","BMJ. 1996 Mar 9;312(7031):597. doi: 10.1136/bmj.312.7031.597b.","Carnall D","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.597b"
"8595324","Swedish county abandons breast screening","McIver G.","BMJ. 1996 Mar 9;312(7031):595-6. doi: 10.1136/bmj.312.7031.595b.","McIver G","BMJ","1996","1996/03/09","PMC2350404","","10.1136/bmj.312.7031.595b"
"8595323","Over the counter drugs","Kennedy JG.","BMJ. 1996 Mar 9;312(7031):593-4. doi: 10.1136/bmj.312.7031.593.","Kennedy JG","BMJ","1996","1996/03/09","PMC2350402","","10.1136/bmj.312.7031.593"
"8595322","Gynaecology--medical or surgical?","Smith SK.","BMJ. 1996 Mar 9;312(7031):592-3. doi: 10.1136/bmj.312.7031.592.","Smith SK","BMJ","1996","1996/03/09","PMC2350376","","10.1136/bmj.312.7031.592"
"8595321","Secondary prevention of meningococcal disease","Kristiansen BE, Knapskog AB.","BMJ. 1996 Mar 9;312(7031):591-2. doi: 10.1136/bmj.312.7031.591.","Kristiansen BE","BMJ","1996","1996/03/09","PMC2350377","","10.1136/bmj.312.7031.591"
"8595320","Asthma associated with thunderstorms","Bauman A.","BMJ. 1996 Mar 9;312(7031):590-1. doi: 10.1136/bmj.312.7031.590.","Bauman A","BMJ","1996","1996/03/09","PMC2350380","","10.1136/bmj.312.7031.590"
"8595319","Revaccination against measles and rubella","Cutts FT.","BMJ. 1996 Mar 9;312(7031):589-90. doi: 10.1136/bmj.312.7031.589.","Cutts FT","BMJ","1996","1996/03/09","PMC2350416","","10.1136/bmj.312.7031.589"
"8595318","Why do old men have big ears? The Chinese believe that thick ears signify greater wealth","Woo PN, Lip PL.","BMJ. 1996 Mar 2;312(7030):582. doi: 10.1136/bmj.312.7030.582b.","Woo PN","BMJ","1996","1996/03/02","PMC2350306","","10.1136/bmj.312.7030.582b"
"8595317","Why do old men have big ears? The Chinese believe that long ears predict longevity","Khaw KT.","BMJ. 1996 Mar 2;312(7030):582. doi: 10.1136/bmj.312.7030.582a.","Khaw KT","BMJ","1996","1996/03/02","PMC2350315","","10.1136/bmj.312.7030.582a"
"8595316","Why do old men have big ears? Correlation of ear length with age in Japan","Asai Y, Yoshimura M, Nago N, Yamada T.","BMJ. 1996 Mar 2;312(7030):582. doi: 10.1136/bmj.312.7030.582c.","Asai Y","BMJ","1996","1996/03/02","PMC2350328","","10.1136/bmj.312.7030.582c"
"8595315","Prominent ears: a Celtic perspective","Linnard W.","BMJ. 1996 Mar 2;312(7030):582. doi: 10.1136/bmj.312.7030.582.","Linnard W","BMJ","1996","1996/03/02","PMC2350322","","10.1136/bmj.312.7030.582"
"8595314","Use of drama in education. My Friend Willy has been well received in schools","Thornton L.","BMJ. 1996 Mar 2;312(7030):581. doi: 10.1136/bmj.312.7030.581a.","Thornton L","BMJ","1996","1996/03/02","PMC2350347","","10.1136/bmj.312.7030.581a"
"8595313","Use of drama in education. Is popular and becoming increasingly common","Smith AJ.","BMJ. 1996 Mar 2;312(7030):581. doi: 10.1136/bmj.312.7030.581b.","Smith AJ","BMJ","1996","1996/03/02","PMC2350304","","10.1136/bmj.312.7030.581b"
"8595312","Epidural anaesthesia and low back pain after delivery","McQuay H, Moore A.","BMJ. 1996 Mar 2;312(7030):581. doi: 10.1136/bmj.312.7030.581.","McQuay H","BMJ","1996","1996/03/02","PMC2350360","","10.1136/bmj.312.7030.581"
"8595311","Predictors of neonatal encephalopathy in full term infants. Measures used in study are hard to interpret","Mander AM, Leeson SC.","BMJ. 1996 Mar 2;312(7030):580-1. doi: 10.1136/bmj.312.7030.580a.","Mander AM","BMJ","1996","1996/03/02","PMC2350356","","10.1136/bmj.312.7030.580a"
"8595310","Predictors of neonatal encephalopathy in full term infants. More information needed about possible role of thyroxine","Girling J, de Swiet M.","BMJ. 1996 Mar 2;312(7030):580; author reply 580-1. doi: 10.1136/bmj.312.7030.580.","Girling J","BMJ","1996","1996/03/02","PMC2350302","","10.1136/bmj.312.7030.580"
"8595309","Algorithm to detect left ventricular dysfunction after myocardial infarction. Low specificity of algorithm would lead to extensive overtreatment","Darbar D, Choy AM, Lang CC, Davidson N, Struthers AD, Pringle TH, McNeill GP.","BMJ. 1996 Mar 2;312(7030):579-80. doi: 10.1136/bmj.312.7030.579a.","Darbar D","BMJ","1996","1996/03/02","PMC2350311","","10.1136/bmj.312.7030.579a"
"8595308","Confidentiality of information on NHS network must be addressed","Horner S.","BMJ. 1996 Mar 2;312(7030):579. doi: 10.1136/bmj.312.7030.579.","Horner S","BMJ","1996","1996/03/02","PMC2350303","","10.1136/bmj.312.7030.579"
"8595307","Publishing information about patients. GMC's guidelines should be followed before information is put on Internet","Nicholl D, Winters G, Davies D.","BMJ. 1996 Mar 2;312(7030):578-9. doi: 10.1136/bmj.312.7030.578c.","Nicholl D","BMJ","1996","1996/03/02","PMC2350350","","10.1136/bmj.312.7030.578c"
"8595306","Publishing information about patients. Obtaining consent to publication may be unethical in some cases","Vollmann J, Helmchen H.","BMJ. 1996 Mar 2;312(7030):578. doi: 10.1136/bmj.312.7030.578b.","Vollmann J","BMJ","1996","1996/03/02","PMC2350331","","10.1136/bmj.312.7030.578b"
"8595305","Cascade system for getting urgent information to doctors. The system works","Macara AW, Bogle I.","BMJ. 1996 Mar 2;312(7030):578. doi: 10.1136/bmj.312.7030.578a.","Macara AW","BMJ","1996","1996/03/02","PMC2350332","","10.1136/bmj.312.7030.578a"
"8595304","Cascade system for getting urgent information to doctors. CSM should use email and the Internet","Sullivan R.","BMJ. 1996 Mar 2;312(7030):578. doi: 10.1136/bmj.312.7030.578.","Sullivan R","BMJ","1996","1996/03/02","PMC2350342","","10.1136/bmj.312.7030.578"
"8595303","Third generation oral contraceptives. Full description of controls is needed in study","Sasieni P.","BMJ. 1996 Mar 2;312(7030):577-8. doi: 10.1136/bmj.312.7030.577b.","Sasieni P","BMJ","1996","1996/03/02","PMC2350301","","10.1136/bmj.312.7030.577b"
"8595302","Third generation oral contraceptives. Study's results do not apply to norgestimate","Donnelly RJ.","BMJ. 1996 Mar 2;312(7030):577. doi: 10.1136/bmj.312.7030.577a.","Donnelly RJ","BMJ","1996","1996/03/02","PMC2350353","","10.1136/bmj.312.7030.577a"
"8595301","Third generation oral contraceptives. Postmarketing surveillance does not catch all adverse events","O'Brien P.","BMJ. 1996 Mar 2;312(7030):577. doi: 10.1136/bmj.312.7030.577.","O'Brien P","BMJ","1996","1996/03/02","PMC2350324","","10.1136/bmj.312.7030.577"
"8595300","Third generation oral contraceptives. How one clinic's practice conforms with CSM's advice","Smith C.","BMJ. 1996 Mar 2;312(7030):576-7. doi: 10.1136/bmj.312.7030.576c.","Smith C","BMJ","1996","1996/03/02","PMC2350355","","10.1136/bmj.312.7030.576c"
"8595299","Third generation oral contraceptives. 12% of women stopped taking their pill immediately they heart CSM's warning","Hope S.","BMJ. 1996 Mar 2;312(7030):576. doi: 10.1136/bmj.312.7030.576b.","Hope S","BMJ","1996","1996/03/02","PMC2350339","","10.1136/bmj.312.7030.576b"
"8595298","Third generation oral contraceptives. CSM's advice will harm women's health worldwide","Ketting E.","BMJ. 1996 Mar 2;312(7030):576. doi: 10.1136/bmj.312.7030.576.","Ketting E","BMJ","1996","1996/03/02","PMC2350318","","10.1136/bmj.312.7030.576"
"8595297","Third generation oral contraceptives. CSM should rethink its approach for such announcements","Stewart-Brown S, Pyper C.","BMJ. 1996 Mar 2;312(7030):576. doi: 10.1136/bmj.312.7030.576a.","Stewart-Brown S","BMJ","1996","1996/03/02","PMC2350308","","10.1136/bmj.312.7030.576a"
"8595296","Treatment for children with brain tumours. Some treatment is only available abroad","McCluckie RW.","BMJ. 1996 Mar 2;312(7030):575. doi: 10.1136/bmj.312.7030.575b.","McCluckie RW","BMJ","1996","1996/03/02","PMC2350330","","10.1136/bmj.312.7030.575b"
"8595295","Treatment for children with brain tumours. Referral pattern should change so that neurosurgeons can develop their experience","MacDonald EA.","BMJ. 1996 Mar 2;312(7030):575. doi: 10.1136/bmj.312.7030.575a.","MacDonald EA","BMJ","1996","1996/03/02","PMC2350312","","10.1136/bmj.312.7030.575a"
"8595294","Treatment for children with brain tumours. Paediatric oncologists collaborate internationally","Eden OB.","BMJ. 1996 Mar 2;312(7030):575. doi: 10.1136/bmj.312.7030.575.","Eden OB","BMJ","1996","1996/03/02","PMC2350341","","10.1136/bmj.312.7030.575"
"8595293","Presentation of numerical data","Altman DG, Bland JM.","BMJ. 1996 Mar 2;312(7030):572. doi: 10.1136/bmj.312.7030.572.","Altman DG","BMJ","1996","1996/03/02","PMC2350327","","10.1136/bmj.312.7030.572"
"8595292","Hypovitaminosis D in immigrant women: slow to be diagnosed","Nellen JF, Smulders YM, Jos Frissen PH, Slaats EH, Silberbusch J.","BMJ. 1996 Mar 2;312(7030):570-2. doi: 10.1136/bmj.312.7030.570.","Nellen JF","BMJ","1996","1996/03/02","PMC2350329","","10.1136/bmj.312.7030.570"
"8595291","Work in the European Union","Klemperer F.","BMJ. 1996 Mar 2;312(7030):567-70. doi: 10.1136/bmj.312.7030.567.","Klemperer F","BMJ","1996","1996/03/02","PMC2350359","","10.1136/bmj.312.7030.567"
"8595290","ABC of general paediatric surgery. Inguinal hernia, hydrocele, and the undescended testis","Davenport M.","BMJ. 1996 Mar 2;312(7030):564-7. doi: 10.1136/bmj.312.7030.564.","Davenport M","BMJ","1996","1996/03/02","PMC2350358","","10.1136/bmj.312.7030.564"
"8595289","Geriatric medicine","Elon RD.","BMJ. 1996 Mar 2;312(7030):561-3. doi: 10.1136/bmj.312.7030.561.","Elon RD","BMJ","1996","1996/03/02","PMC2350313","","10.1136/bmj.312.7030.561"
"8595288","Evaluation of a primary care anticoagulant clinic managed by a pharmacist","Macgregor SH, Hamley JG, Dunbar JA, Dodd TR, Cromarty JA.","BMJ. 1996 Mar 2;312(7030):560. doi: 10.1136/bmj.312.7030.560.","Macgregor SH","BMJ","1996","1996/03/02","PMC2350351","","10.1136/bmj.312.7030.560"
"8595287","Should obstetricians see women with normal pregnancies? A multicentre randomised controlled trial of routine antenatal care by general practitioners and midwives compared with shared care led by obstetricians","Tucker JS, Hall MH, Howie PW, Reid ME, Barbour RS, Florey CD, McIlwaine GM.","BMJ. 1996 Mar 2;312(7030):554-9. doi: 10.1136/bmj.312.7030.554.","Tucker JS","BMJ","1996","1996/03/02","PMC2350348","","10.1136/bmj.312.7030.554"
"8595286","A randomised controlled trial comparing two schedules of antenatal visits: the antenatal care project","Sikorski J, Wilson J, Clement S, Das S, Smeeton N.","BMJ. 1996 Mar 2;312(7030):546-53. doi: 10.1136/bmj.312.7030.546.","Sikorski J","BMJ","1996","1996/03/02","PMC2350357","","10.1136/bmj.312.7030.546"
"8595285","Cohort study of coffee intake and death from coronary heart disease over 12 years","Stensvold I, Tverdal A, Jacobsen BK.","BMJ. 1996 Mar 2;312(7030):544-5. doi: 10.1136/bmj.312.7030.544.","Stensvold I","BMJ","1996","1996/03/02","PMC2350352","","10.1136/bmj.312.7030.544"
"8595284","Suicide and deprivation in Scotland","McLoone P.","BMJ. 1996 Mar 2;312(7030):543-4. doi: 10.1136/bmj.312.7030.543.","McLoone P","BMJ","1996","1996/03/02","PMC2350307","","10.1136/bmj.312.7030.543"
"8595283","History of chicken pox and steroid cards: a new warning?","Feher MD, Simms JP, Lant AF.","BMJ. 1996 Mar 2;312(7030):542-3. doi: 10.1136/bmj.312.7030.542.","Feher MD","BMJ","1996","1996/03/02","PMC2350314","","10.1136/bmj.312.7030.542"
"8595282","Continuing transmission of sexually transmitted diseases among patients infected with HIV-1 attending genitourinary medicine clinics in England and Wales","Catchpole MA, Mercey DE, Nicoll A, Rogers PA, Simms I, Newham J, Mahoney A, Parry JV, Joyce C, Gill ON.","BMJ. 1996 Mar 2;312(7030):539-42. doi: 10.1136/bmj.312.7030.539.","Catchpole MA","BMJ","1996","1996/03/02","PMC2350346","","10.1136/bmj.312.7030.539"
"8595281","Serologically diagnosed infection with human papillomavirus type 16 and risk for subsequent development of cervical carcinoma: nested case-control study","Lehtinen M, Dillner J, Knekt P, Luostarinen T, Aromaa A, Kirnbauer R, Koskela P, Paavonen J, Peto R, Schiller JT, Hakama M.","BMJ. 1996 Mar 2;312(7030):537-9. doi: 10.1136/bmj.312.7030.537.","Lehtinen M","BMJ","1996","1996/03/02","PMC2350335","","10.1136/bmj.312.7030.537"
"8595280","Ethnic differences in risk of compulsory psychiatric admission among representative cases of psychosis in London","Davies S, Thornicroft G, Leese M, Higgingbotham A, Phelan M.","BMJ. 1996 Mar 2;312(7030):533-7. doi: 10.1136/bmj.312.7030.533.","Davies S","BMJ","1996","1996/03/02","PMC2350333","","10.1136/bmj.312.7030.533"
"8595279","Government admits mental health service problems","Court C.","BMJ. 1996 Mar 2;312(7030):531-2. doi: 10.1136/bmj.312.7030.531a.","Court C","BMJ","1996","1996/03/02","","","10.1136/bmj.312.7030.531a"
"8595278","Patient education campaign launched","Beecham L.","BMJ. 1996 Mar 2;312(7030):531. doi: 10.1136/bmj.312.7030.531.","Beecham L","BMJ","1996","1996/03/02","","","10.1136/bmj.312.7030.531"
"8595277","HIV subtype may explain sexual transmission","Dillner L.","BMJ. 1996 Mar 2;312(7030):530-1. doi: 10.1136/bmj.312.7030.530a.","Dillner L","BMJ","1996","1996/03/02","","","10.1136/bmj.312.7030.530a"
"8595276","Italy's fertility rate falls as women reject childbearing","Evans L.","BMJ. 1996 Mar 2;312(7030):530. doi: 10.1136/bmj.312.7030.530.","Evans L","BMJ","1996","1996/03/02","","","10.1136/bmj.312.7030.530"
"8595275","Australian doctors fight new euthanasia laws","Zinn C.","BMJ. 1996 Mar 2;312(7030):529-30. doi: 10.1136/bmj.312.7030.529b.","Zinn C","BMJ","1996","1996/03/02","","","10.1136/bmj.312.7030.529b"
"8595274","International group evaluates tamoxifen risks for women","Court C.","BMJ. 1996 Mar 2;312(7030):529. doi: 10.1136/bmj.312.7030.529.","Court C","BMJ","1996","1996/03/02","","","10.1136/bmj.312.7030.529"
"8595273","French parliament to control health costs","Dorozynski A.","BMJ. 1996 Mar 2;312(7030):527-8. doi: 10.1136/bmj.312.7030.527a.","Dorozynski A","BMJ","1996","1996/03/02","PMC2350361","","10.1136/bmj.312.7030.527a"
"8595272","My child's just knocked out a front tooth","Blinkhorn AS, Mackie IC.","BMJ. 1996 Mar 2;312(7030):526. doi: 10.1136/bmj.312.7030.526.","Blinkhorn AS","BMJ","1996","1996/03/02","PMC2350340","","10.1136/bmj.312.7030.526"
"8595271","Sustaining general practice","Olsen ND.","BMJ. 1996 Mar 2;312(7030):525-6. doi: 10.1136/bmj.312.7030.525.","Olsen ND","BMJ","1996","1996/03/02","PMC2350336","","10.1136/bmj.312.7030.525"
"8595270","Antenatal care on trial","Neilson J.","BMJ. 1996 Mar 2;312(7030):524-5. doi: 10.1136/bmj.312.7030.524.","Neilson J","BMJ","1996","1996/03/02","PMC2350326","","10.1136/bmj.312.7030.524"
"8595269","Case management: a dubious practice","Marshall M.","BMJ. 1996 Mar 2;312(7030):523-4. doi: 10.1136/bmj.312.7030.523.","Marshall M","BMJ","1996","1996/03/02","PMC2350321","","10.1136/bmj.312.7030.523"
"8595268","Human papillomavirus infection","Hines JF, Ghim SJ, Jenson AB.","BMJ. 1996 Mar 2;312(7030):522-3. doi: 10.1136/bmj.312.7030.522.","Hines JF","BMJ","1996","1996/03/02","PMC2350365","","10.1136/bmj.312.7030.522"
"8595267","Managing HIV disease after Delta","Pinching AJ.","BMJ. 1996 Mar 2;312(7030):521-2. doi: 10.1136/bmj.312.7030.521.","Pinching AJ","BMJ","1996","1996/03/02","PMC2350362","","10.1136/bmj.312.7030.521"
"8597715","Possible missed diagnosis of syllogomania","Keeley J, Keeley V, Keeley J.","BMJ. 1996 Feb 24;312(7029):513. doi: 10.1136/bmj.312.7029.513b.","Keeley J","BMJ","1996","1996/02/24","PMC2349925","","10.1136/bmj.312.7029.513b"
"8597714","Increasing the shelf life of review papers","Chang YF, Portuese EI, Laporte RE.","BMJ. 1996 Feb 24;312(7029):513. doi: 10.1136/bmj.312.7029.513a.","Chang YF","BMJ","1996","1996/02/24","PMC2349924","","10.1136/bmj.312.7029.513a"
"8597713","Effect of detection of depression in general practice. Study had methodological limitations","Menezes P, Lewis G, Sharp D.","BMJ. 1996 Feb 24;312(7029):512-3. doi: 10.1136/bmj.312.7029.512c.","Menezes P","BMJ","1996","1996/02/24","PMC2349969","","10.1136/bmj.312.7029.512c"
"8597712","Effect of detection of depression in general practice. Patients may be receiving inadequate treatment","Currie A, Ryman A.","BMJ. 1996 Feb 24;312(7029):512; author reply 513. doi: 10.1136/bmj.312.7029.512b.","Currie A","BMJ","1996","1996/02/24","PMC2349971","","10.1136/bmj.312.7029.512b"
"8597711","Effect of detection of depression in general practice. Authors do not give enough information","Goldberg D.","BMJ. 1996 Feb 24;312(7029):512; author reply 513. doi: 10.1136/bmj.312.7029.512a.","Goldberg D","BMJ","1996","1996/02/24","PMC2349947","","10.1136/bmj.312.7029.512a"
"8597710","Plasma cholesterol response to dietary saturated fat. Conclusions are based on circular arguments","Doepfmer S, Guggenmoos-Holzmann I.","BMJ. 1996 Feb 24;312(7029):511-2. doi: 10.1136/bmj.312.7029.511c.","Doepfmer S","BMJ","1996","1996/02/24","PMC2349958","","10.1136/bmj.312.7029.511c"
"8597709","High levels of polyunsaturated fat may inhibit cancer growth","Horrobin DF.","BMJ. 1996 Feb 24;312(7029):511. doi: 10.1136/bmj.312.7029.511a.","Horrobin DF","BMJ","1996","1996/02/24","PMC2349917","","10.1136/bmj.312.7029.511a"
"8597708","Deaths of children in house fires","Whidden P.","BMJ. 1996 Feb 24;312(7029):511. doi: 10.1136/bmj.312.7029.511.","Whidden P","BMJ","1996","1996/02/24","PMC2349937","","10.1136/bmj.312.7029.511"
"8597707","Acoustic neuroma may impair vision","Rogers NK, Brand CS.","BMJ. 1996 Feb 24;312(7029):511. doi: 10.1136/bmj.312.7029.511b.","Rogers NK","BMJ","1996","1996/02/24","PMC2349952","","10.1136/bmj.312.7029.511b"
"8597706","Steroids in the management of croup. Nebulised adrenaline is also useful","Cronin M, Diedericks R.","BMJ. 1996 Feb 24;312(7029):510-11. doi: 10.1136/bmj.312.7029.510c.","Cronin M","BMJ","1996","1996/02/24","PMC2349960","","10.1136/bmj.312.7029.510c"
"8597705","Steroids in the management of croup. Croup scores are rarely used in general practice","MacFarlane PI, Suri S.","BMJ. 1996 Feb 24;312(7029):510; author reply 510-1. doi: 10.1136/bmj.312.7029.510b.","MacFarlane PI","BMJ","1996","1996/02/24","PMC2349940","","10.1136/bmj.312.7029.510b"
"8597704","Low weight gain in infancy and suicide in adult life. The evidence doesn't support the theory","Hollis C.","BMJ. 1996 Feb 24;312(7029):510. doi: 10.1136/bmj.312.7029.510.","Hollis C","BMJ","1996","1996/02/24","PMC2349936","","10.1136/bmj.312.7029.510"
"8597703","One and two view mammography in breast cancer. High detection rates do not necessarily lead to lower mortality","Bhargava S, Syed P, Watmough DJ, Mernon AF, Gharbawy F.","BMJ. 1996 Feb 24;312(7029):509-10. doi: 10.1136/bmj.312.7029.509b.","Bhargava S","BMJ","1996","1996/02/24","PMC2349959","","10.1136/bmj.312.7029.509b"
